"disasterNumber","declarationYear","incidentType","applicationTitle","damageCategoryCode","projectSize","stateNumberCode","projectAmount","federalShareObligated","totalObligated","obligatedDate"
4337,2017,"Hurricane","40039 - Debris Removal - Period 1 - Sept 4th'Sept 17th ","A - Debris Removal","Large","12",202176.53,181958.88,181958.88,"2019-09-27T21:15:57.000Z"
4337,2017,"Hurricane","29834 - Florida Hospitals North - preparation for hurri","B - Protective Measures","Small","12",63236.33,63236.33,63236.33,"2019-09-12T16:49:41.000Z"
4337,2017,"Hurricane","29192 - Withlacoochee ","G - Recreational or Other","Small","12",10634.4,9570.96,9570.96,"2019-07-05T19:45:56.000Z"
4337,2017,"Hurricane","30215 - 09/04/2017-10/03/2017","B - Protective Measures","Large","12",549405.15,549405.15,549405.15,"2019-07-10T17:06:01.000Z"
4337,2017,"Hurricane","34717 - Liberty - Multiple Bldg Damages 1","E - Public Buildings","Small","12",117963.47,106167.12,106167.12,"2020-05-01T15:17:54.000Z"
4337,2017,"Hurricane","85334 - Dock - Pines at Windermere","G - Recreational or Other","Small","12",30686.58,27617.92,27617.92,"2019-09-12T16:49:37.000Z"
4337,2017,"Hurricane","33555 - Desoto - Multiple Bldgs Damaged 11","E - Public Buildings","Large","12",227839.1,205055.19,205055.19,"2019-09-13T20:21:43.000Z"
4337,2017,"Hurricane","38086 - Taylor CI - Multiple Bldg Damage 4","E - Public Buildings","Small","12",41934.59,37741.13,37741.13,"2019-07-12T20:02:12.000Z"
4337,2017,"Hurricane","34561 - Homestead - Multiple Bldg Damage 1","E - Public Buildings","Large","12",699450.99,629505.89,629505.89,"2019-09-12T16:49:36.000Z"
4337,2017,"Hurricane","9125 - PAAP - Debris Removal @90% 0-30 days (9/18 - 10/","A - Debris Removal","Large","12",4457755.41,4101134.98,4101134.98,"2019-10-11T15:23:34.000Z"
4337,2017,"Hurricane","33515 - Desoto - Multiple Bldgs Damaged 1","E - Public Buildings","Large","12",359009.59,323108.63,323108.63,"2019-09-18T23:24:08.000Z"
4337,2017,"Hurricane","44293 - Debris Removal - 9/18/2017 to 10/17/2017 DARM,","A - Debris Removal","Large","12",448564.56,403708.1,403708.1,"2020-04-13T22:40:56.000Z"
4337,2017,"Hurricane","33539 - Desoto - Multiple Bldgs Damaged 7","E - Public Buildings","Large","12",206923.21,186230.89,186230.89,"2019-11-15T23:59:23.000Z"
4337,2017,"Hurricane"," 35723 - FWC_Fisheating Creek Wildlife Management Area ","E - Public Buildings","Small","12",12438.76,11194.88,11194.88,"2019-09-03T23:39:07.000Z"
4337,2017,"Hurricane","44296 - Debris Removal - 10/18/2017 to 3/4/2018 DARM,","A - Debris Removal","Large","12",278668.21,250801.39,250801.39,"2020-03-24T23:41:58.000Z"
4337,2017,"Hurricane","63225 - PAAP-DAC for Project #s #17379, #21576 & #26716","Z - State Management","Large","12",893534.63,804181.17,804181.17,"2019-08-07T00:36:46.000Z"
4337,2017,"Hurricane","28944 - Buildings & Equipment - Belle Glade","E - Public Buildings","Small","12",4397.65,3957.89,3957.89,"2019-08-13T19:06:17.000Z"
4337,2017,"Hurricane","33582 - Desoto - Multiple BLDG Damage 2","E - Public Buildings","Large","12",317579.21,285821.29,285821.29,"2019-09-18T23:24:26.000Z"
4337,2017,"Hurricane","40255 - RSMAS - Marine Technology and Life Sciences Sea","E - Public Buildings","Small","12",9585.36,8626.82,8626.82,"2019-10-11T18:49:55.000Z"
4337,2017,"Hurricane","62022 - DAC PAAP - Florida State University","Z - State Management","Small","12",35179.46,31661.51,31661.51,"2019-08-02T20:11:26.000Z"
4337,2017,"Hurricane","35413 - UM Experimental Hatchery & Shade House","E - Public Buildings","Small","12",78394.62,70555.16,70555.16,"2019-10-27T19:16:54.000Z"
4337,2017,"Hurricane"," 29643 - Jacksonville - Jennings StateForest - Artesian","C - Roads and Bridges","Small","12",22131.19,19918.07,19918.07,"2019-08-20T20:40:33.000Z"
4337,2017,"Hurricane","35446 - FWC_Fisheating Creek Wildlife Management Area","E - Public Buildings","Small","12",100744.89,90670.4,90670.4,"2019-10-02T19:50:43.000Z"
4337,2017,"Hurricane","44294 - Debris Removal - 10/18/2017 to 3/4/2018 D1-D5","A - Debris Removal","Large","12",929886.25,836897.63,836897.63,"2019-10-04T20:09:23.000Z"
4337,2017,"Hurricane","37215 - Zephyrhills CI - Multiple Bldg Damaged 1","E - Public Buildings","Large","12",326266.05,293639.45,293639.45,"2019-09-03T23:32:48.000Z"
4337,2017,"Hurricane","09239 - PAAP - Debris Removal @ 75% ( 12/17/17 - 3/18/1","A - Debris Removal","Large","12",2371334.95,2134201.46,2134201.46,"2019-12-23T18:31:06.000Z"
4337,2017,"Hurricane","09233 - PAAP - Debris Removal  (10/18/17 - 12/3/17","A - Debris Removal","Large","12",4561704.72,4196768.34,4196768.34,"2019-10-25T16:04:25.000Z"
4337,2017,"Hurricane","104021 - Debris Removal - 9/4/17-9/17/17 (77%)","A - Debris Removal","Small","12",112694.63,103679.06,103679.06,"2019-09-23T20:01:21.000Z"
4337,2017,"Hurricane","42896 - Central Florida Electric Cooperative, Inc.","Z - State Management","Small","12",110759.08,99683.17,99683.17,"2019-08-23T02:58:27.000Z"
4337,2017,"Hurricane","26711 - Hastings Y A Fence","G - Recreational or Other","Small","12",88956,80060.4,80060.4,"2019-10-27T19:10:26.000Z"
4337,2017,"Hurricane","37619 - Sumter CI - Multiple Bldg Damages 3","E - Public Buildings","Large","12",491191.45,442072.31,442072.31,"2020-01-17T20:21:59.000Z"
4337,2017,"Hurricane","36795 - Okeechobee - Multiple Bldg Damage 3","E - Public Buildings","Large","12",254386.62,228947.96,228947.96,"2020-01-17T20:22:00.000Z"
4337,2017,"Hurricane","85836 - Debris Removal - Period 2 'Sept 18th-Oct 17th","A - Debris Removal","Large","12",378526.79,340674.11,340674.11,"2019-09-27T21:16:19.000Z"
4337,2017,"Hurricane","29652 - FFS (D-15): Myakka - BabcockRanch - Cuttoff","G - Recreational or Other","Small","12",64964.38,58467.94,58467.94,"2019-12-14T00:03:12.000Z"
4337,2017,"Hurricane","96060 - Building Repair Gainsville","E - Public Buildings","Small","12",17075.16,15367.64,15367.64,"2020-01-09T04:18:44.000Z"
4337,2017,"Hurricane","44187 - DAC-PAAP Pilot","Z - State Management","Small","12",9611.31,8650.18,8650.18,"2019-09-12T23:54:31.000Z"
4337,2017,"Hurricane","35073 - FWC_Sammy Creek Seawall_Rip Rap & Geotechnical","G - Recreational or Other","Small","12",56460.36,50814.32,50814.32,"2020-04-13T22:40:58.000Z"
4337,2017,"Hurricane","33523 - Desoto - Multiple Bldgs Damaged 4","E - Public Buildings","Large","12",431319.05,388187.15,388187.15,"2019-11-06T04:15:30.000Z"
4337,2017,"Hurricane","37897 - Suwannee CI - Multiple Bldg Damage 1","E - Public Buildings","Small","12",4183.04,3764.74,3764.74,"2019-10-27T19:10:05.000Z"
4337,2017,"Hurricane","104024 - Debris Removal 80% -12/4/17-12/16/17","A - Debris Removal","Large","12",522268.24,470041.42,470041.42,"2019-10-10T15:11:04.000Z"
4337,2017,"Hurricane","16277 - GM16277 DR4337F FL CAT B University South Of Fl","B - Protective Measures","Large","12",463787.68,463787.68,463787.68,"2019-10-04T20:07:47.000Z"
4337,2017,"Hurricane","34904 - Madison - Multiple Building Damage 2","E - Public Buildings","Large","12",733386.08,660047.47,660047.47,"2019-11-22T23:05:47.000Z"
4337,2017,"Hurricane","29158 - Caloosahatchee - Multiple Roads & Buildings","G - Recreational or Other","Large","12",262634.74,236371.27,236371.27,"2019-10-17T22:15:32.000Z"
4337,2017,"Hurricane","84208 - Management Costs","Z - State Management","Large","12",152928.42,152928.42,152928.42,"2019-09-23T19:58:10.000Z"
4337,2017,"Hurricane","35203 - FWC_Office Building Damages Statewide. Ft. Myer","E - Public Buildings","Small","12",22943.4,20649.06,20649.06,"2019-10-11T18:49:35.000Z"
4337,2017,"Hurricane","84213 - Management Costs","Z - State Management","Small","12",21283.2,21283.2,21283.2,"2019-09-12T23:53:38.000Z"
4337,2017,"Hurricane","37121  - Polk CI - Multiple Building Damages 1","E - Public Buildings","Small","12",118887.2,106998.48,106998.48,"2019-11-22T23:06:25.000Z"
4337,2017,"Hurricane","34151 - FFS D-11 Withlacoochee","G - Recreational or Other","Small","12",5668.92,5102.03,5102.03,"2020-05-01T15:17:53.000Z"
4337,2017,"Hurricane","28947 - Buildings & Equipment - Big Pine Key","E - Public Buildings","Small","12",62465.32,56218.79,56218.79,"2020-04-13T22:40:55.000Z"
4337,2017,"Hurricane","24582  -BMC Cat B Damages - All Campuses Op. Period #1","B - Protective Measures","Large","12",462254.81,416029.33,416029.33,"2020-04-13T22:40:59.000Z"
4337,2017,"Hurricane","37062 - Pinellas Fence Damages","G - Recreational or Other","Small","12",7623,6860.7,6860.7,"2019-10-17T22:15:49.000Z"
4337,2017,"Hurricane","35643  - FDLE Miami Bldg - Dept. Management Services","E - Public Buildings","Small","12",6340,5706,5706,"2019-10-27T19:19:51.000Z"
4337,2017,"Hurricane","85599 - PAAP - DAC","Z - State Management","Large","12",4922079.59,4429871.63,4429871.63,"2019-11-26T21:52:22.000Z"
4337,2017,"Hurricane","98089 - Dinner Island Ranch Wildlife Management Area -","G - Recreational or Other","Small","12",33523.92,30171.53,30171.53,"2019-11-16T00:13:32.000Z"
4337,2017,"Hurricane","28575 - Period 1 Emergency Protect Measures - 09.04.17","B - Protective Measures","Large","12",18666745.69,18666745.69,18666745.69,"2019-11-26T21:52:22.000Z"
4337,2017,"Hurricane","37410 -  Zephyrhills CI - Multiple Bldg Damage 3","E - Public Buildings","Small","12",86446.13,77801.52,77801.52,"2019-10-31T19:47:48.000Z"
4337,2017,"Hurricane","89045 - Rental of temporary modular building to replace","B - Protective Measures","Small","12",11648,10483.2,10483.2,"2019-11-06T04:19:35.000Z"
4337,2017,"Hurricane","34835 - Madison - Multiple Building Damage 1","E - Public Buildings","Large","12",329398.2,296458.38,296458.38,"2019-11-15T23:59:46.000Z"
4337,2017,"Hurricane","32681 - Avon Park CI - Multiple Buildings Damaged 1","E - Public Buildings","Large","12",124341.3,111907.17,111907.17,"2020-02-29T01:05:24.000Z"
4337,2017,"Hurricane","27003 - Highlands Buildings","E - Public Buildings","Small","12",58529.67,52676.7,52676.7,"2019-11-06T04:15:52.000Z"
4337,2017,"Hurricane","34697 - Lake - Multiple Bldg Damage 3","E - Public Buildings","Small","12",6770,6093,6093,"2019-11-13T21:45:48.000Z"
4337,2017,"Hurricane","40252 - UM Medical Campus/Hospital","E - Public Buildings","Small","12",43620.68,39258.61,39258.61,"2019-12-14T00:06:57.000Z"
4337,2017,"Hurricane","35805 - Martin - Multiple Bldg Damage 4","E - Public Buildings","Small","12",41234.48,37111.03,37111.03,"2019-11-16T00:00:08.000Z"
4337,2017,"Hurricane","28933 - Building Repairs - Florida A&M University - Tal","E - Public Buildings","Small","12",7559.94,6803.95,6803.95,"2019-11-13T21:46:04.000Z"
4337,2017,"Hurricane","38148 - Kissiimmee CFRC - Multiple Damages","E - Public Buildings","Small","12",69157.01,62241.31,62241.31,"2020-02-07T01:44:40.000Z"
4337,2017,"Hurricane","32710 - Avon Park CI - Multiple Building Damaged 6","E - Public Buildings","Large","12",163308.72,146977.85,146977.85,"2019-11-16T00:04:51.000Z"
4337,2017,"Hurricane","12881 - FA&MU - Debris Removal - Debris Pilot Program","A - Debris Removal","Small","12",13691.8,12322.62,12322.62,"2019-11-16T00:05:43.000Z"
4337,2017,"Hurricane","35319 - Period 2 - Statewide Debris Removal Dept. Manag","A - Debris Removal","Small","12",34779.5,31301.55,31301.55,"2019-11-29T22:21:42.000Z"
4337,2017,"Hurricane","32712 - Avon Park CI - Multiple Buildings Damaged 7","G - Recreational or Other","Small","12",48689.55,43820.6,43820.6,"2019-12-17T17:09:19.000Z"
4337,2017,"Hurricane","46306 - PAAP DAC","Z - State Management","Large","12",1020612,918550.8,918550.8,"2019-12-20T16:33:56.000Z"
4337,2017,"Hurricane","67485 - Buildings","E - Public Buildings","Small","12",52220.61,46998.55,46998.55,"2020-05-29T20:04:17.000Z"
4337,2017,"Hurricane","37163 - Polk CI - Multiple Building Damage 2","E - Public Buildings","Small","12",48783.54,43905.19,43905.19,"2019-12-26T23:58:14.000Z"
4337,2017,"Hurricane","26620 - Duval Y A Bldg. and Fence (Jacksonville)","E - Public Buildings","Small","12",7620,6858,6858,"2019-11-29T22:18:39.000Z"
4337,2017,"Hurricane","33319  - CFRC - Multiple Buildings Damaged 2","E - Public Buildings","Large","12",186390.73,167751.66,167751.66,"2019-12-17T17:09:20.000Z"
4337,2017,"Hurricane","38923 - Bascom Palmer Eye Institute (BPEI) Library","E - Public Buildings","Large","12",179089.36,161180.42,161180.42,"2020-02-21T22:59:40.000Z"
4337,2017,"Hurricane","33156 - Baker CI - Multiple Buildings Damaged 1","E - Public Buildings","Small","12",5104.9,4594.41,4594.41,"2019-12-26T23:58:14.000Z"
4337,2017,"Hurricane","78286  - Liberty Correctional Institute Multiple Build","E - Public Buildings","Large","12",726273.94,653646.55,653646.55,"2020-02-29T01:05:24.000Z"
4337,2017,"Hurricane","37266 - RMC - Multiple Bldg Damages 3","E - Public Buildings","Small","12",25071,22563.9,22563.9,"2020-01-10T21:46:14.000Z"
4337,2017,"Hurricane","46269 - Direct Administrative Costs PA AP - FAMU","Z - State Management","Small","12",6256.49,5630.84,5630.84,"2019-12-06T19:00:41.000Z"
4337,2017,"Hurricane","98036 - Management Costs","Z - State Management","Large","12",1092575.77,1092575.77,1092575.77,"2019-12-23T18:31:06.000Z"
4337,2017,"Hurricane","33808  - Everglades Multiple Buildings 3","E - Public Buildings","Small","12",80004.16,72003.74,72003.74,"2020-06-05T19:44:33.000Z"
4337,2017,"Hurricane","38062 - Tomoka CI - Multiple Bldg Damage 1","E - Public Buildings","Small","12",76455.42,68809.88,68809.88,"2020-01-15T00:01:33.000Z"
4337,2017,"Hurricane","114310 - Donated resources volunteer labor in shelters","B - Protective Measures","Small","12",39129.39,12591.94,12591.94,"2020-01-22T22:47:57.000Z"
4337,2017,"Hurricane","101077 - Donated Resources by the American Red Cross","B - Protective Measures","Large","12",2096282.16,2016623.44,2016623.44,"2020-01-30T23:54:44.000Z"
4337,2017,"Hurricane","35886 - Mayo - Multiple Bldg Damage 2","E - Public Buildings","Small","12",85530.93,76977.84,76977.84,"2020-03-06T23:13:08.000Z"
4337,2017,"Hurricane","36328 - Hernando - Multiple Building Damage","E - Public Buildings","Small","12",37163.9,33447.51,33447.51,"2020-02-21T22:59:39.000Z"
4337,2017,"Hurricane","32705 - Avon Park CI - Multiple Buildings Damaged 5","E - Public Buildings","Small","12",67791.96,61012.76,61012.76,"2020-02-29T01:05:24.000Z"
4337,2017,"Hurricane","37287 - Madison - Multiple Bldg Damage 3","E - Public Buildings","Small","12",34831.1,31347.99,31347.99,"2020-01-17T20:22:00.000Z"
4337,2017,"Hurricane","33541 - Desoto - Multiple Bldgs Damaged 8","E - Public Buildings","Large","12",155685.43,140116.89,140116.89,"2020-03-16T15:35:46.000Z"
4337,2017,"Hurricane","36060 - Cross City - Multiple Bldg Damage 3","E - Public Buildings","Small","12",32186.43,28967.79,28967.79,"2020-04-13T22:40:55.000Z"
4337,2017,"Hurricane","33485 - Charlotte/Ft Meyers - Multiple Buildings Damage","E - Public Buildings","Small","12",10258.29,9232.46,9232.46,"2020-02-29T01:05:25.000Z"
4337,2017,"Hurricane","37092 - Putnam CI - Multiple Building Damage","E - Public Buildings","Small","12",10233.95,9210.56,9210.56,"2020-02-14T23:29:34.000Z"
4337,2017,"Hurricane","33396 - FWC_Emergency Protective Measures Statewide Per","B - Protective Measures","Large","12",165526.45,148973.81,148973.81,"2020-03-06T23:13:11.000Z"
4337,2017,"Hurricane","36001 - Cross City - Multiple Bldg Damage 1","G - Recreational or Other","Small","12",20498.17,18448.35,18448.35,"2020-03-16T15:35:46.000Z"
4337,2017,"Hurricane","43201 - PAAP - DAC Pilot","Z - State Management","Small","12",396.25,356.63,356.63,"2020-04-09T15:36:26.000Z"
4337,2017,"Hurricane","34937 - Hardee - Multiple Building Damages 1","E - Public Buildings","Small","12",120968.64,108871.78,108871.78,"2020-05-11T20:02:45.000Z"
4337,2017,"Hurricane","32683 - Avon Park CI - Multiple Buildings Damaged 2","G - Recreational or Other","Large","12",255996.98,230397.28,230397.28,"2020-04-20T21:12:56.000Z"
4337,2017,"Hurricane","35778 - Martin - Multiple Bldg Damage 3","E - Public Buildings","Small","12",8183.95,7365.56,7365.56,"2020-05-01T15:17:55.000Z"
4337,2017,"Hurricane","45305 - Direct Administrative Cost---PAAP-DAC","Z - State Management","Large","12",143813.81,129432.43,129432.43,"2020-04-09T15:36:26.000Z"
4337,2017,"Hurricane","110630 - Management Costs","Z - State Management","Small","12",6581.67,6581.67,6581.67,"2020-03-24T23:42:00.000Z"
4337,2017,"Hurricane","132841 - Glades Electrical Cooperative Management Costs","Z - State Management","Large","12",401027.22,401027.22,401027.22,"2020-04-09T15:36:26.000Z"
4337,2017,"Hurricane","37261 - RMC - Multiple Bldg Damage 2","E - Public Buildings","Large","12",125589.09,113030.18,113030.18,"2020-05-29T20:04:17.000Z"
4337,2017,"Hurricane","40040 - University of Miami - Campuswide - OTP 1 (4 Sep","B - Protective Measures","Large","12",633884.43,633884.43,633884.43,"2020-05-06T18:31:05.000Z"
4338,2017,"Hurricane","324 State Management Cost","Z - State Management","Large","13",9370666.23,9370666.23,9370666.23,"2017-11-18T03:42:18.000Z"
4338,2017,"Hurricane","CP07629 - Planters EMC Emergency Protective Measures","B - Protective Measures","Small","13",22196.88,16647.66,16647.66,"2018-01-06T19:30:34.000Z"
4338,2017,"Hurricane","0009473 - Emergency Operations Center","B - Protective Measures","Small","13",12740.67,9555.5,9555.5,"2018-01-06T19:30:35.000Z"
4338,2017,"Hurricane","0008129 - Emergency Call Center-Contractor","B - Protective Measures","Small","13",11136.82,8352.62,8352.62,"2018-01-11T22:56:04.000Z"
4338,2017,"Hurricane","0007035 - Debris Removal","A - Debris Removal","Small","13",16872.02,14341.22,14341.22,"2018-01-11T22:56:04.000Z"
4338,2017,"Hurricane","CP07614 - Downed powerlines in Mitchell, Dougherty, Bak","F - Public Utilities","Large","13",244195.92,183146.94,183146.94,"2018-05-24T01:48:11.000Z"
4338,2017,"Hurricane","0008334 - Emergency Operations Center","B - Protective Measures","Small","13",97385.34,73039.01,73039.01,"2018-01-06T19:30:36.000Z"
4338,2017,"Hurricane","0010168 - Emergency Operations Center","B - Protective Measures","Small","13",59125.71,44344.28,44344.28,"2018-02-10T02:45:42.000Z"
4338,2017,"Hurricane","0014301 - 1-30 Day PAAP Debris Removal","A - Debris Removal","Small","13",9045.5,7688.68,7688.68,"2018-03-02T19:02:23.000Z"
4338,2017,"Hurricane","0015427 - DR 4338 - GA - Washington EMC - CATEGORY - B","B - Protective Measures","Small","13",7872.8,5904.6,5904.6,"2018-02-10T02:45:42.000Z"
4338,2017,"Hurricane","0007660 - Planters EMC Electric Distribution System Wor","F - Public Utilities","Large","13",256378.48,192283.86,192283.86,"2018-02-17T01:32:33.000Z"
4338,2017,"Hurricane","0008402 - Maintain EOC During Event","B - Protective Measures","Large","13",135191.25,101393.44,101393.44,"2018-02-23T23:44:08.000Z"
4338,2017,"Hurricane","0006889 - Cowetta-Fayette EMC Electric Distribution Sys","F - Public Utilities","Large","13",1016460.07,762345.05,762345.05,"2018-02-23T23:44:09.000Z"
4338,2017,"Hurricane","0007838 - Irma Emergency Protective Work","B - Protective Measures","Small","13",77611.26,58208.45,58208.45,"2018-03-21T18:26:27.000Z"
4338,2017,"Hurricane","0013185 - Boardwalk","G - Recreational or Other","Small","13",36644.92,27483.69,27483.69,"2018-04-10T16:20:00.000Z"
4338,2017,"Hurricane","0007832 - Debris Removal 1 - 30 days PAAP","A - Debris Removal","Large","13",158348.89,134596.56,134596.56,"2018-03-21T18:26:28.000Z"
4338,2017,"Hurricane","0014322 - Archbold Memorial Hospital EMP","B - Protective Measures","Large","13",183621.53,137716.15,137716.15,"2018-05-12T00:09:09.000Z"
4338,2017,"Hurricane","0007724 - Hurricane Irma Debris Removal 1-30 Days PAAP","A - Debris Removal","Small","13",15948.44,13556.17,13556.17,"2018-03-21T18:26:27.000Z"
4338,2017,"Hurricane","0011272 - Electrical Distribution System - Middle Georg","F - Public Utilities","Large","13",388526.06,291394.55,291394.55,"2018-03-02T19:02:23.000Z"
4338,2017,"Hurricane","0010929 - Hart EMC Electrical Distribution Sustem","F - Public Utilities","Large","13",856407,642305.25,642305.25,"2018-03-02T19:02:22.000Z"
4338,2017,"Hurricane","0008996 - Planters EMC Direct Administrative Costs","Z - State Management","Small","13",14021.42,10516.07,10516.07,"2018-03-02T19:02:21.000Z"
4338,2017,"Hurricane","0019005 - Sapelo Island Sea Wall","D - Water Control Facilities","Small","13",4919.41,3689.56,3689.56,"2018-04-19T20:52:42.000Z"
4338,2017,"Hurricane","0013166 - Cat B Emergency Protective Measures","B - Protective Measures","Small","13",26777.81,20083.36,20083.36,"2018-03-30T18:08:47.000Z"
4338,2017,"Hurricane","0030115 - Southest Georgia Health Systems Flooding, Roo","E - Public Buildings","Small","13",3584.19,2688.14,2688.14,"2018-04-25T20:42:55.000Z"
4338,2017,"Hurricane","0024138 - Generator run time and panel repair expenses","B - Protective Measures","Small","13",6856.77,5142.58,5142.58,"2018-03-21T18:26:30.000Z"
4338,2017,"Hurricane","0013174 - Shed and Pole Barn Buildings","E - Public Buildings","Small","13",92845.65,69634.24,69634.24,"2018-03-30T18:08:47.000Z"
4338,2017,"Hurricane","0016678 - Evacuation of Patients and Staff","B - Protective Measures","Large","13",351077.47,263308.1,263308.1,"2018-04-05T00:31:54.000Z"
4338,2017,"Hurricane","0010628 - Jefferson EC Emergency Protective Measures","B - Protective Measures","Small","13",63207.34,47405.51,47405.51,"2018-04-14T01:48:32.000Z"
4338,2017,"Hurricane","0025494 -  Emergency Operations Center","B - Protective Measures","Small","13",8125.36,6094.02,6094.02,"2018-06-13T22:39:00.000Z"
4338,2017,"Hurricane","0007502 -  Colquitt EMC","F - Public Utilities","Large","13",1304308.4,978231.3,978231.3,"2018-03-21T18:26:31.000Z"
4338,2017,"Hurricane","0010469 - Altamaha EMC Electric Distribution System","F - Public Utilities","Large","13",772028.49,579021.37,579021.37,"2018-05-09T23:19:22.000Z"
4338,2017,"Hurricane","0013342 - 1-30 PAAP - debris removal","A - Debris Removal","Small","13",46497.96,39523.27,39523.27,"2018-03-24T18:51:02.000Z"
4338,2017,"Hurricane","0010948 - Direct Administrative Costs","Z - State Management","Small","13",45608.88,34206.66,34206.66,"2018-03-21T18:26:31.000Z"
4338,2017,"Hurricane","0020678 - Shelters; Inspections: Fuel lines; food safet","B - Protective Measures","Small","13",12407.07,9305.3,9305.3,"2018-04-05T00:31:56.000Z"
4338,2017,"Hurricane","0010188 - PN # 10188- Electric Distribution-Canoochee","F - Public Utilities","Large","13",736892.96,552669.72,552669.72,"2018-03-24T18:51:02.000Z"
4338,2017,"Hurricane","0021674 - Emergency Protective Measures","B - Protective Measures","Small","13",7548.63,5661.47,5661.47,"2018-03-24T18:51:03.000Z"
4338,2017,"Hurricane","0016403 - Applicant DAC using New Recovery Policy","Z - State Management","Small","13",55716.67,41787.5,41787.5,"2018-05-12T00:09:08.000Z"
4338,2017,"Hurricane","0013269 - Call Center Dispatch","B - Protective Measures","Small","13",25417.5,19063.13,19063.13,"2018-06-12T00:40:32.000Z"
4338,2017,"Hurricane","0016677 - 1-30 Day PAAP Debris Removal","A - Debris Removal","Small","13",11657.18,9908.6,9908.6,"2018-04-25T20:42:47.000Z"
4338,2017,"Hurricane","0025580 - North Duck Pond Bridge","C - Roads and Bridges","Large","13",273471.25,205103.44,205103.44,"2018-07-12T23:45:03.000Z"
4338,2017,"Hurricane","0015410 - DR 4338 GA - Washington EMC - CATEGORY - F -","F - Public Utilities","Large","13",990747.46,743060.6,743060.6,"2018-04-05T00:32:07.000Z"
4338,2017,"Hurricane","0020828 - DAC for GDBHDD for Hurricane Irma Response","Z - State Management","Small","13",3597.11,2697.83,2697.83,"2018-05-03T16:16:42.000Z"
4338,2017,"Hurricane","0012735 - Public Assistance Alternative Procedures for","Z - State Management","Small","13",19426.3,14569.73,14569.73,"2018-03-24T18:51:02.000Z"
4338,2017,"Hurricane","0025571 - Cabretta Island Bridge","C - Roads and Bridges","Large","13",139917.55,104938.16,104938.16,"2018-05-09T23:19:18.000Z"
4338,2017,"Hurricane","0028942 - Call Center","B - Protective Measures","Small","13",22480.28,16860.21,16860.21,"2018-04-05T00:32:03.000Z"
4338,2017,"Hurricane","24305 - Don Carter State Park Cat E","E - Public Buildings","Small","13",4749.12,3561.84,3561.84,"2018-04-05T00:32:09.000Z"
4338,2017,"Hurricane","0013344 - Emergency Protective Measures","B - Protective Measures","Small","13",14590.75,10943.06,10943.06,"2018-05-30T01:59:31.000Z"
4338,2017,"Hurricane","0015685 - PA Alternative Program for Direct Administrat","Z - State Management","Small","13",11798.01,8848.51,8848.51,"2018-05-03T16:16:45.000Z"
4338,2017,"Hurricane","0010818 - Emergency Management Center","B - Protective Measures","Large","13",135073.01,101304.76,101304.76,"2018-04-05T00:32:07.000Z"
4338,2017,"Hurricane","0027156 - Flooding and Roof damages","E - Public Buildings","Small","13",7453.41,5590.06,5590.06,"2018-05-03T16:16:55.000Z"
4338,2017,"Hurricane","0009506 - Electrical Distribution System","F - Public Utilities","Large","13",649474.92,487106.19,487106.19,"2018-05-09T23:19:23.000Z"
4338,2017,"Hurricane","0016679 - Bldg 14 Roof Repairs","E - Public Buildings","Small","13",5161.37,3871.03,3871.03,"2018-04-14T01:48:23.000Z"
4338,2017,"Hurricane","0009270 - Downed powerlines, including broke poles cond","F - Public Utilities","Large","13",791453.63,593590.22,593590.22,"2018-04-25T20:42:55.000Z"
4338,2017,"Hurricane","0018952 - SGPA Gastroenterology, 3217 Fourth Street, Br","E - Public Buildings","Small","13",4493.95,3370.46,3370.46,"2018-05-03T16:16:55.000Z"
4338,2017,"Hurricane","0014636 - Emergency Force Account Labor and Contract Se","B - Protective Measures","Small","13",21166.82,15875.12,15875.12,"2018-05-03T16:16:51.000Z"
4338,2017,"Hurricane","0020787 - Dock Damages at Public Access","G - Recreational or Other","Small","13",17300,12975,12975,"2018-04-10T16:20:02.000Z"
4338,2017,"Hurricane","0009036 - Walton EMC Electric Distribution System Work","F - Public Utilities","Large","13",1682701.03,1262025.77,1262025.77,"2018-05-30T23:10:00.000Z"
4338,2017,"Hurricane","0029149 - Student Evacuations and Storm Preparations","B - Protective Measures","Small","13",5141.66,3856.25,3856.25,"2018-04-14T01:48:26.000Z"
4338,2017,"Hurricane","0025957 - Piney Island Dock","G - Recreational or Other","Small","13",36572.27,27429.2,27429.2,"2018-07-12T23:45:03.000Z"
4338,2017,"Hurricane","0010515 - Altamaha EMC Emergency Protective Measures","B - Protective Measures","Small","13",47025.9,35269.43,35269.43,"2018-05-12T00:09:06.000Z"
4338,2017,"Hurricane","0028825 - Evacuation of Savannah RYDC","B - Protective Measures","Small","13",75957.22,56967.92,56967.92,"2018-06-12T00:40:27.000Z"
4338,2017,"Hurricane","0031218 - Ski Rixen floating docks Jekyll Island","G - Recreational or Other","Small","13",13940.04,10455.03,10455.03,"2018-05-09T23:19:21.000Z"
4338,2017,"Hurricane","0027389 - Glynn Immediate Care Center Insurance Deducti","E - Public Buildings","Small","13",10000,7500,7500,"2018-05-03T16:16:55.000Z"
4338,2017,"Hurricane","0022696 - Buildings Damaged by Hurricane Irma","E - Public Buildings","Small","13",8075.84,6056.88,6056.88,"2018-04-14T01:48:26.000Z"
